,order_id,product_id_ord,order_amount,day_of_week,quality_assessment,region,number_product
7471,7472,85,5357.659968395543,1,5,Moscow region,3
7472,7473,26,1033.141893562235,0,2,Leningrad region,10
7473,7474,81,815.9342807184619,0,6,Sverdlovsk region,14
7474,7475,66,1510.729934348859,0,1,Novosibirsk region,7
7475,7476,48,1283.356059749658,0,6,Moscow,3
7476,7477,24,11057.415949130127,1,4,Moscow region,5
7477,7478,76,3479.8189685617717,0,1,Leningrad region,5
7478,7479,62,11932.268584253756,1,9,Sverdlovsk region,1
7479,7480,85,5357.659968395543,1,6,Novosibirsk region,9
7480,7481,68,671.4580874340995,0,1,Moscow,12
7481,7482,27,995.4748195382215,0,6,Moscow region,13
7482,7483,41,956.7395900644001,0,1,Leningrad region,8
7483,7484,8,1036.4985586856592,0,4,Sverdlovsk region,8
7484,7485,78,428.5518808724182,0,6,Novosibirsk region,14
7485,7486,94,497.7333279441067,0,4,Moscow,11
7486,7487,39,1632.4448660204691,0,5,Moscow region,12
7487,7488,59,1113.7181271920028,0,3,Leningrad region,6
7488,7489,99,1017.402259832958,0,5,Sverdlovsk region,12
7489,7490,31,683.0752997378595,0,6,Novosibirsk region,4
7490,7491,69,1180.2669251895509,0,3,Moscow,13
7491,7492,2,3351.826048509307,0,4,Moscow region,1
7492,7493,75,620.7347474720593,0,2,Leningrad region,13
7493,7494,63,301.48130882130977,0,4,Sverdlovsk region,4
7494,7495,85,5357.659968395543,1,6,Novosibirsk region,14
7495,7496,42,271.9352393966777,0,5,Moscow,9
7496,7497,7,4844.7768573382355,1,5,Moscow region,14
7497,7498,27,995.4748195382215,0,4,Leningrad region,6
7498,7499,43,4529.601785201896,1,6,Sverdlovsk region,2
7499,7500,37,1253.1144914416623,0,6,Novosibirsk region,8
7500,7501,18,9425.1432212045,1,8,Moscow,13
7501,7502,45,4712.86138473949,1,5,Moscow region,8
7502,7503,99,1017.402259832958,0,3,Leningrad region,11
7503,7504,91,2377.0415503557633,0,3,Sverdlovsk region,1
7504,7505,89,2916.673528383257,0,3,Novosibirsk region,1
7505,7506,23,1359.1018453504219,0,3,Moscow,11
7506,7507,60,3209.275411902527,0,5,Moscow region,5
7507,7508,18,9425.1432212045,1,7,Leningrad region,12
7508,7509,34,1835.1835368623247,0,5,Sverdlovsk region,2
7509,7510,71,12846.124526546275,1,8,Novosibirsk region,12
7510,7511,26,1033.141893562235,0,2,Moscow,11
7511,7512,30,3098.325990666074,0,3,Moscow region,7
7512,7513,43,4529.601785201896,1,3,Leningrad region,1
7513,7514,73,604.0496269970082,0,1,Sverdlovsk region,10
7514,7515,53,20608.7700299446,1,3,Novosibirsk region,8
7515,7516,10,930.2902909719237,0,1,Moscow,13
7516,7517,75,620.7347474720593,0,6,Moscow region,12
7517,7518,88,94.27268159286189,0,6,Leningrad region,4
7518,7519,62,11932.268584253756,1,8,Sverdlovsk region,5
7519,7520,21,116.635777911937,0,3,Novosibirsk region,8
7520,7521,16,5771.883307906414,1,8,Moscow,11
7521,7522,76,3479.8189685617717,0,2,Moscow region,1
7522,7523,33,4806.03792245232,1,9,Leningrad region,7
7523,7524,80,2841.394938277023,0,2,Sverdlovsk region,9
7524,7525,68,671.4580874340995,0,6,Novosibirsk region,8
7525,7526,24,11057.415949130127,1,8,Moscow,9
7526,7527,35,1123.91035220221,0,6,Moscow region,4
7527,7528,37,1253.1144914416623,0,3,Leningrad region,13
7528,7529,67,30.19304199674977,0,1,Sverdlovsk region,7
7529,7530,56,2852.9518771096864,0,1,Novosibirsk region,4
7530,7531,97,8363.97247601507,1,9,Moscow,4
7531,7532,88,94.27268159286189,0,6,Moscow region,8
7532,7533,22,8658.54681068168,1,3,Leningrad region,7
7533,7534,57,1250.7300733236812,0,2,Sverdlovsk region,11
7534,7535,6,312.3670604397639,0,3,Novosibirsk region,6
7535,7536,47,1582.5156202485107,0,3,Moscow,8
7536,7537,5,635.7663952132939,0,5,Moscow region,9
7537,7538,29,2654.7088415145663,0,4,Leningrad region,2
7538,7539,82,1729.5199502744192,0,6,Sverdlovsk region,1
7539,7540,95,10055.732465470695,1,7,Novosibirsk region,13
7540,7541,21,116.635777911937,0,6,Moscow,8
7541,7542,77,16405.18138236295,1,7,Moscow region,7
7542,7543,65,201.01729424773487,0,4,Leningrad region,9
7543,7544,45,4712.86138473949,1,7,Sverdlovsk region,14
7544,7545,60,3209.275411902527,0,3,Novosibirsk region,13
7545,7546,52,2884.931130543534,0,5,Moscow,12
7546,7547,21,116.635777911937,0,5,Moscow region,1
7547,7548,86,103.47277643616286,0,5,Leningrad region,7
7548,7549,31,683.0752997378595,0,5,Sverdlovsk region,5
7549,7550,13,3820.9618394109816,1,6,Novosibirsk region,5
7550,7551,74,15803.664670503786,1,9,Moscow,14
7551,7552,88,94.27268159286189,0,3,Moscow region,12
7552,7553,84,228.79879303505825,0,5,Leningrad region,11
7553,7554,8,1036.4985586856592,0,3,Sverdlovsk region,3
7554,7555,96,2936.6833128395147,0,5,Novosibirsk region,6
7555,7556,15,299.79442682160163,0,2,Moscow,6
7556,7557,48,1283.356059749658,0,2,Moscow region,3
7557,7558,99,1017.402259832958,0,6,Leningrad region,4
7558,7559,70,5898.278813520219,1,4,Sverdlovsk region,3
7559,7560,21,116.635777911937,0,4,Novosibirsk region,13
7560,7561,52,2884.931130543534,0,4,Moscow,11
7561,7562,52,2884.931130543534,0,5,Moscow region,7
7562,7563,70,5898.278813520219,1,10,Leningrad region,5
7563,7564,88,94.27268159286189,0,1,Sverdlovsk region,10
7564,7565,97,8363.97247601507,1,3,Novosibirsk region,5
7565,7566,27,995.4748195382215,0,4,Moscow,12
7566,7567,84,228.79879303505825,0,4,Moscow region,5
7567,7568,35,1123.91035220221,0,6,Leningrad region,10
7568,7569,97,8363.97247601507,1,5,Sverdlovsk region,6
7569,7570,57,1250.7300733236812,0,3,Novosibirsk region,2
7570,7571,75,620.7347474720593,0,6,Moscow,5
7571,7572,65,201.01729424773487,0,5,Moscow region,12
7572,7573,79,1324.6617418168785,0,3,Leningrad region,10
7573,7574,38,11061.179429889095,1,9,Sverdlovsk region,4
7574,7575,45,4712.86138473949,1,3,Novosibirsk region,12
7575,7576,96,2936.6833128395147,0,4,Moscow,8
7576,7577,91,2377.0415503557633,0,4,Moscow region,1
7577,7578,12,2679.543413943801,0,6,Leningrad region,14
7578,7579,21,116.635777911937,0,3,Sverdlovsk region,5
7579,7580,60,3209.275411902527,0,4,Novosibirsk region,4
7580,7581,95,10055.732465470695,1,4,Moscow,7
7581,7582,50,7574.6620600965925,1,5,Moscow region,4
7582,7583,88,94.27268159286189,0,6,Leningrad region,4
7583,7584,44,5984.022234825102,1,9,Sverdlovsk region,7
7584,7585,14,1056.0474726593802,0,6,Novosibirsk region,10
7585,7586,3,1259.5067823665365,0,2,Moscow,11
7586,7587,21,116.635777911937,0,2,Moscow region,10
7587,7588,95,10055.732465470695,1,7,Leningrad region,7
7588,7589,27,995.4748195382215,0,2,Sverdlovsk region,4
7589,7590,69,1180.2669251895509,0,2,Novosibirsk region,10
7590,7591,29,2654.7088415145663,0,5,Moscow,4
7591,7592,47,1582.5156202485107,0,5,Moscow region,11
7592,7593,12,2679.543413943801,0,2,Leningrad region,12
7593,7594,21,116.635777911937,0,5,Sverdlovsk region,7
7594,7595,15,299.79442682160163,0,1,Novosibirsk region,7
7595,7596,8,1036.4985586856592,0,6,Moscow,8
7596,7597,39,1632.4448660204691,0,1,Moscow region,10
7597,7598,85,5357.659968395543,1,8,Leningrad region,10
7598,7599,90,4111.041882085058,1,9,Sverdlovsk region,6
7599,7600,65,201.01729424773487,0,5,Novosibirsk region,13
7600,7601,18,9425.1432212045,1,7,Moscow,1
7601,7602,77,16405.18138236295,1,9,Moscow region,4
7602,7603,22,8658.54681068168,1,5,Leningrad region,14
7603,7604,15,299.79442682160163,0,5,Sverdlovsk region,10
7604,7605,8,1036.4985586856592,0,4,Novosibirsk region,2
7605,7606,79,1324.6617418168785,0,6,Moscow,1
7606,7607,95,10055.732465470695,1,10,Moscow region,14
7607,7608,21,116.635777911937,0,3,Leningrad region,3
7608,7609,15,299.79442682160163,0,2,Sverdlovsk region,10
7609,7610,9,4944.032213587976,1,9,Novosibirsk region,14
7610,7611,32,1664.396055731571,0,3,Moscow,1
7611,7612,74,15803.664670503786,1,4,Moscow region,3
7612,7613,28,1202.0860092482405,0,3,Leningrad region,7
7613,7614,39,1632.4448660204691,0,6,Sverdlovsk region,6
7614,7615,2,3351.826048509307,0,1,Novosibirsk region,10
7615,7616,12,2679.543413943801,0,6,Moscow,13
7616,7617,30,3098.325990666074,0,5,Moscow region,6
7617,7618,39,1632.4448660204691,0,6,Leningrad region,6
7618,7619,63,301.48130882130977,0,3,Sverdlovsk region,4
7619,7620,46,6284.403882827816,1,9,Novosibirsk region,7
7620,7621,37,1253.1144914416623,0,6,Moscow,11
7621,7622,57,1250.7300733236812,0,2,Moscow region,14
7622,7623,2,3351.826048509307,0,6,Leningrad region,10
7623,7624,36,260.2967766012207,0,6,Sverdlovsk region,8
7624,7625,15,299.79442682160163,0,1,Novosibirsk region,9
7625,7626,48,1283.356059749658,0,1,Moscow,13
7626,7627,16,5771.883307906414,1,5,Moscow region,13
7627,7628,2,3351.826048509307,0,5,Leningrad region,1
7628,7629,80,2841.394938277023,0,4,Sverdlovsk region,1
7629,7630,71,12846.124526546275,1,6,Novosibirsk region,2
7630,7631,10,930.2902909719237,0,2,Moscow,13
7631,7632,46,6284.403882827816,1,8,Moscow region,9
7632,7633,98,796.1216275524662,0,2,Leningrad region,5
7633,7634,38,11061.179429889095,1,6,Sverdlovsk region,6
7634,7635,95,10055.732465470695,1,6,Novosibirsk region,14
7635,7636,94,497.7333279441067,0,4,Moscow,2
7636,7637,19,3064.0454424424356,0,6,Moscow region,6
7637,7638,90,4111.041882085058,1,3,Leningrad region,9
7638,7639,33,4806.03792245232,1,9,Sverdlovsk region,3
7639,7640,54,131.76052473491197,0,4,Novosibirsk region,10
7640,7641,55,357.57227259671777,0,6,Moscow,10
7641,7642,84,228.79879303505825,0,3,Moscow region,7
7642,7643,17,1507.195900611043,0,4,Leningrad region,7
7643,7644,73,604.0496269970082,0,5,Sverdlovsk region,8
7644,7645,66,1510.729934348859,0,2,Novosibirsk region,5
7645,7646,38,11061.179429889095,1,3,Moscow,9
7646,7647,54,131.76052473491197,0,3,Moscow region,10
7647,7648,40,16862.020253670034,1,9,Leningrad region,11
7648,7649,4,289.23800825574665,0,3,Sverdlovsk region,7
7649,7650,55,357.57227259671777,0,1,Novosibirsk region,13
7650,7651,24,11057.415949130127,1,10,Moscow,11
7651,7652,26,1033.141893562235,0,3,Moscow region,9
7652,7653,86,103.47277643616286,0,2,Leningrad region,11
7653,7654,49,1079.8649953162285,0,2,Sverdlovsk region,13
7654,7655,49,1079.8649953162285,0,4,Novosibirsk region,13
7655,7656,34,1835.1835368623247,0,2,Moscow,4
7656,7657,23,1359.1018453504219,0,2,Moscow region,3
7657,7658,46,6284.403882827816,1,3,Leningrad region,9
7658,7659,3,1259.5067823665365,0,3,Sverdlovsk region,14
7659,7660,75,620.7347474720593,0,2,Novosibirsk region,2
7660,7661,73,604.0496269970082,0,4,Moscow,5
7661,7662,67,30.19304199674977,0,5,Moscow region,7
7662,7663,90,4111.041882085058,1,7,Leningrad region,3
7663,7664,65,201.01729424773487,0,3,Sverdlovsk region,6
7664,7665,94,497.7333279441067,0,6,Novosibirsk region,1
7665,7666,31,683.0752997378595,0,1,Moscow,14
7666,7667,98,796.1216275524662,0,3,Moscow region,10
7667,7668,28,1202.0860092482405,0,3,Leningrad region,5
7668,7669,52,2884.931130543534,0,1,Sverdlovsk region,1
7669,7670,83,225.93281829143814,0,4,Novosibirsk region,2
7670,7671,76,3479.8189685617717,0,2,Moscow,9
7671,7672,45,4712.86138473949,1,8,Moscow region,7
7672,7673,68,671.4580874340995,0,1,Leningrad region,1
7673,7674,18,9425.1432212045,1,9,Sverdlovsk region,13
7674,7675,25,8267.099390506328,1,10,Novosibirsk region,3
7675,7676,95,10055.732465470695,1,6,Moscow,14
7676,7677,27,995.4748195382215,0,1,Moscow region,6
7677,7678,88,94.27268159286189,0,3,Leningrad region,4
7678,7679,19,3064.0454424424356,0,3,Sverdlovsk region,6
7679,7680,3,1259.5067823665365,0,1,Novosibirsk region,10
7680,7681,94,497.7333279441067,0,1,Moscow,14
7681,7682,64,8203.568153534587,1,7,Moscow region,2
7682,7683,55,357.57227259671777,0,4,Leningrad region,5
7683,7684,59,1113.7181271920028,0,4,Sverdlovsk region,10
7684,7685,22,8658.54681068168,1,10,Novosibirsk region,7
7685,7686,57,1250.7300733236812,0,6,Moscow,13
7686,7687,58,8681.774695722743,1,10,Moscow region,2
7687,7688,66,1510.729934348859,0,4,Leningrad region,6
7688,7689,21,116.635777911937,0,6,Sverdlovsk region,14
7689,7690,9,4944.032213587976,1,5,Novosibirsk region,2
7690,7691,58,8681.774695722743,1,8,Moscow,3
7691,7692,21,116.635777911937,0,5,Moscow region,1
7692,7693,15,299.79442682160163,0,6,Leningrad region,2
7693,7694,7,4844.7768573382355,1,3,Sverdlovsk region,8
7694,7695,36,260.2967766012207,0,2,Novosibirsk region,12
7695,7696,60,3209.275411902527,0,2,Moscow,6
7696,7697,65,201.01729424773487,0,5,Moscow region,7
7697,7698,58,8681.774695722743,1,4,Leningrad region,2
7698,7699,39,1632.4448660204691,0,5,Sverdlovsk region,3
7699,7700,83,225.93281829143814,0,1,Novosibirsk region,7
7700,7701,10,930.2902909719237,0,5,Moscow,5
7701,7702,38,11061.179429889095,1,8,Moscow region,1
7702,7703,44,5984.022234825102,1,7,Leningrad region,3
7703,7704,22,8658.54681068168,1,10,Sverdlovsk region,3
7704,7705,66,1510.729934348859,0,1,Novosibirsk region,4
7705,7706,41,956.7395900644001,0,4,Moscow,3
7706,7707,4,289.23800825574665,0,1,Moscow region,2
7707,7708,6,312.3670604397639,0,5,Leningrad region,13
7708,7709,84,228.79879303505825,0,3,Sverdlovsk region,11
7709,7710,68,671.4580874340995,0,1,Novosibirsk region,9
7710,7711,2,3351.826048509307,0,5,Moscow,11
7711,7712,57,1250.7300733236812,0,3,Moscow region,1
7712,7713,10,930.2902909719237,0,2,Leningrad region,12
7713,7714,58,8681.774695722743,1,10,Sverdlovsk region,7
7714,7715,24,11057.415949130127,1,6,Novosibirsk region,3
7715,7716,76,3479.8189685617717,0,3,Moscow,12
7716,7717,41,956.7395900644001,0,4,Moscow region,8
7717,7718,68,671.4580874340995,0,1,Leningrad region,11
7718,7719,1,3440.1265150597756,0,4,Sverdlovsk region,2
7719,7720,24,11057.415949130127,1,5,Novosibirsk region,9
7720,7721,77,16405.18138236295,1,10,Moscow,13
7721,7722,83,225.93281829143814,0,6,Moscow region,2
7722,7723,86,103.47277643616286,0,2,Leningrad region,10
7723,7724,40,16862.020253670034,1,7,Sverdlovsk region,8
7724,7725,38,11061.179429889095,1,6,Novosibirsk region,3
7725,7726,51,2626.6788336699783,0,5,Moscow,11
7726,7727,74,15803.664670503786,1,10,Moscow region,13
7727,7728,49,1079.8649953162285,0,3,Leningrad region,10
7728,7729,51,2626.6788336699783,0,3,Sverdlovsk region,3
7729,7730,11,166.04204426548068,0,3,Novosibirsk region,8
7730,7731,44,5984.022234825102,1,10,Moscow,10
7731,7732,49,1079.8649953162285,0,2,Moscow region,9
7732,7733,53,20608.7700299446,1,3,Leningrad region,9
7733,7734,12,2679.543413943801,0,2,Sverdlovsk region,3
7734,7735,58,8681.774695722743,1,4,Novosibirsk region,7
7735,7736,51,2626.6788336699783,0,6,Moscow,1
7736,7737,99,1017.402259832958,0,2,Moscow region,10
7737,7738,49,1079.8649953162285,0,6,Leningrad region,5
7738,7739,13,3820.9618394109816,1,5,Sverdlovsk region,2
7739,7740,94,497.7333279441067,0,4,Novosibirsk region,7
7740,7741,15,299.79442682160163,0,1,Moscow,4
7741,7742,82,1729.5199502744192,0,1,Moscow region,7
7742,7743,47,1582.5156202485107,0,2,Leningrad region,13
7743,7744,63,301.48130882130977,0,4,Sverdlovsk region,8
7744,7745,59,1113.7181271920028,0,1,Novosibirsk region,12
7745,7746,66,1510.729934348859,0,3,Moscow,12
7746,7747,78,428.5518808724182,0,4,Moscow region,7
7747,7748,30,3098.325990666074,0,1,Leningrad region,1
7748,7749,44,5984.022234825102,1,8,Sverdlovsk region,1
7749,7750,97,8363.97247601507,1,7,Novosibirsk region,8
7750,7751,75,620.7347474720593,0,1,Moscow,5
7751,7752,52,2884.931130543534,0,3,Moscow region,13
7752,7753,85,5357.659968395543,1,9,Leningrad region,12
7753,7754,6,312.3670604397639,0,2,Sverdlovsk region,4
7754,7755,50,7574.6620600965925,1,9,Novosibirsk region,4
7755,7756,75,620.7347474720593,0,4,Moscow,12
7756,7757,4,289.23800825574665,0,4,Moscow region,10
7757,7758,13,3820.9618394109816,1,3,Leningrad region,2
7758,7759,24,11057.415949130127,1,9,Sverdlovsk region,1
7759,7760,98,796.1216275524662,0,3,Novosibirsk region,2
7760,7761,5,635.7663952132939,0,3,Moscow,12
7761,7762,92,837.3007368437757,0,2,Moscow region,12
7762,7763,82,1729.5199502744192,0,3,Leningrad region,14
7763,7764,45,4712.86138473949,1,6,Sverdlovsk region,2
7764,7765,81,815.9342807184619,0,6,Novosibirsk region,11
7765,7766,69,1180.2669251895509,0,2,Moscow,6
7766,7767,46,6284.403882827816,1,7,Moscow region,4
7767,7768,67,30.19304199674977,0,1,Leningrad region,5
7768,7769,36,260.2967766012207,0,6,Sverdlovsk region,5
7769,7770,39,1632.4448660204691,0,3,Novosibirsk region,11
7770,7771,49,1079.8649953162285,0,4,Moscow,12
7771,7772,2,3351.826048509307,0,4,Moscow region,2
7772,7773,44,5984.022234825102,1,4,Leningrad region,10
7773,7774,22,8658.54681068168,1,10,Sverdlovsk region,12
7774,7775,45,4712.86138473949,1,6,Novosibirsk region,10
7775,7776,32,1664.396055731571,0,5,Moscow,13
7776,7777,24,11057.415949130127,1,4,Moscow region,14
7777,7778,12,2679.543413943801,0,3,Leningrad region,8
7778,7779,79,1324.6617418168785,0,5,Sverdlovsk region,5
7779,7780,58,8681.774695722743,1,8,Novosibirsk region,3
7780,7781,12,2679.543413943801,0,6,Moscow,14
7781,7782,66,1510.729934348859,0,5,Moscow region,10
7782,7783,80,2841.394938277023,0,5,Leningrad region,1
7783,7784,55,357.57227259671777,0,4,Sverdlovsk region,10
7784,7785,2,3351.826048509307,0,6,Novosibirsk region,2
7785,7786,40,16862.020253670034,1,10,Moscow,2
7786,7787,74,15803.664670503786,1,6,Moscow region,1
7787,7788,5,635.7663952132939,0,4,Leningrad region,10
7788,7789,75,620.7347474720593,0,6,Sverdlovsk region,4
7789,7790,16,5771.883307906414,1,7,Novosibirsk region,7
7790,7791,30,3098.325990666074,0,2,Moscow,4
7791,7792,92,837.3007368437757,0,3,Moscow region,12
7792,7793,70,5898.278813520219,1,4,Leningrad region,12
7793,7794,12,2679.543413943801,0,2,Sverdlovsk region,7
7794,7795,66,1510.729934348859,0,2,Novosibirsk region,9
7795,7796,24,11057.415949130127,1,7,Moscow,7
7796,7797,98,796.1216275524662,0,1,Moscow region,7
7797,7798,58,8681.774695722743,1,9,Leningrad region,8
7798,7799,39,1632.4448660204691,0,3,Sverdlovsk region,13
7799,7800,48,1283.356059749658,0,4,Novosibirsk region,2
7800,7801,39,1632.4448660204691,0,2,Moscow,1
7801,7802,91,2377.0415503557633,0,1,Moscow region,1
7802,7803,62,11932.268584253756,1,6,Leningrad region,8
7803,7804,5,635.7663952132939,0,4,Sverdlovsk region,4
7804,7805,48,1283.356059749658,0,1,Novosibirsk region,10
7805,7806,70,5898.278813520219,1,5,Moscow,10
7806,7807,92,837.3007368437757,0,5,Moscow region,3
7807,7808,92,837.3007368437757,0,6,Leningrad region,11
7808,7809,84,228.79879303505825,0,2,Sverdlovsk region,11
7809,7810,89,2916.673528383257,0,2,Novosibirsk region,14
7810,7811,88,94.27268159286189,0,3,Moscow,8
7811,7812,71,12846.124526546275,1,10,Moscow region,5
7812,7813,68,671.4580874340995,0,5,Leningrad region,13
7813,7814,58,8681.774695722743,1,6,Sverdlovsk region,13
7814,7815,9,4944.032213587976,1,3,Novosibirsk region,10
7815,7816,40,16862.020253670034,1,8,Moscow,2
7816,7817,21,116.635777911937,0,3,Moscow region,5
7817,7818,29,2654.7088415145663,0,1,Leningrad region,1
7818,7819,68,671.4580874340995,0,5,Sverdlovsk region,2
7819,7820,24,11057.415949130127,1,5,Novosibirsk region,14
7820,7821,36,260.2967766012207,0,6,Moscow,1
7821,7822,70,5898.278813520219,1,5,Moscow region,2
7822,7823,27,995.4748195382215,0,6,Leningrad region,12
7823,7824,71,12846.124526546275,1,10,Sverdlovsk region,8
7824,7825,63,301.48130882130977,0,3,Novosibirsk region,12
7825,7826,47,1582.5156202485107,0,2,Moscow,4
7826,7827,69,1180.2669251895509,0,1,Moscow region,8
7827,7828,20,868.5765842056575,0,3,Leningrad region,13
7828,7829,99,1017.402259832958,0,2,Sverdlovsk region,4
7829,7830,64,8203.568153534587,1,4,Novosibirsk region,8
7830,7831,16,5771.883307906414,1,6,Moscow,13
7831,7832,26,1033.141893562235,0,3,Moscow region,3
7832,7833,19,3064.0454424424356,0,2,Leningrad region,3
7833,7834,46,6284.403882827816,1,6,Sverdlovsk region,4
7834,7835,37,1253.1144914416623,0,5,Novosibirsk region,10
7835,7836,81,815.9342807184619,0,6,Moscow,9
7836,7837,60,3209.275411902527,0,4,Moscow region,12
7837,7838,66,1510.729934348859,0,1,Leningrad region,12
7838,7839,17,1507.195900611043,0,4,Sverdlovsk region,9
7839,7840,85,5357.659968395543,1,3,Novosibirsk region,1
7840,7841,74,15803.664670503786,1,4,Moscow,14
7841,7842,50,7574.6620600965925,1,7,Moscow region,6
7842,7843,32,1664.396055731571,0,6,Leningrad region,13
7843,7844,64,8203.568153534587,1,8,Sverdlovsk region,14
7844,7845,78,428.5518808724182,0,6,Novosibirsk region,11
7845,7846,79,1324.6617418168785,0,1,Moscow,2
7846,7847,59,1113.7181271920028,0,5,Moscow region,8
7847,7848,61,347.3315263615517,0,1,Leningrad region,11
7848,7849,62,11932.268584253756,1,7,Sverdlovsk region,7
7849,7850,54,131.76052473491197,0,5,Novosibirsk region,2
7850,7851,62,11932.268584253756,1,3,Moscow,1
7851,7852,42,271.9352393966777,0,6,Moscow region,7
7852,7853,35,1123.91035220221,0,4,Leningrad region,11
7853,7854,63,301.48130882130977,0,6,Sverdlovsk region,12
7854,7855,99,1017.402259832958,0,1,Novosibirsk region,10
